"Id","PostId","Score","Text","CreationDate","UserId","ContentLicense","Tags","CommentCategory","ReviewedCommentCategory"
"93869637","53499669","4","Try [canvas.itemconfigure(id, state='hidden'/'normal')](https://www.tcl.tk/man/tcl8.7/TkCmd/canvas.htm#M119)","11/27/2018 13:00","6634373","CC BY-SA 4.0","<python><tkinter><tkinter-canvas>","Relevant Information","Relevant Information"
"105615796","59733477","4","Is `T` a generic type parameter? If it is, where is it declared?","1/14/2020 12:09","1221571","CC BY-SA 4.0","<java><generics>","Request Clarification","Request Clarification"
"89633796","51329121","4","Please, post the error, be more specific.","7/13/2018 16:12","9057497","CC BY-SA 4.0","<python>","Request Clarification","Request Clarification"
"92896439","52995691","4","Probably `places` isn't an array but is some other object with a length property. You haven't shown us how it is defined. You should provide a [mcve]","10/25/2018 18:20","19068","CC BY-SA 4.0","<javascript><typescript><for-loop><foreach><for-of-loop>","Request Clarification","Request Clarification"
"77583315","45310522","4","Did you try searching for `mysql order by multiple fields`?","7/25/2017 18:02","5827005","CC BY-SA 3.0","<php><mysql><sorting><date><mysqli>","Request Clarification","Request Clarification"
"105611459","59731077","1","Did you try `if(jQuery().cubeportfolio) {}` or if `(jQuery.fn.cubeportfolio) {}`  ?","1/14/2020 9:45","4540183","CC BY-SA 4.0","<javascript><jquery>","Request Clarification","Request Clarification"
"105630667","59730898","1","Here's the question again: Are you able to use a regular browser (Chrome, for example) and access your project via https ?  Have you ever before used the technique you show above with BrowserSync to access an https site? The most likely problem (assuming you can access the project with https with a different browser) is that your technique just doesn't work. Do you have a link to this technique?","1/14/2020 20:15","215713","CC BY-SA 4.0","<nginx><browser-sync><ddev>","Request Clarification","Request Clarification"
"105611372","59730884","1","I don't understand what you are trying to do here. It feels like an XY problem (is `os.walk` actually the tool you should use?). Please explain in words what you are trying to achieve, what is your input and what output you expect","1/14/2020 9:42","1453822","CC BY-SA 4.0","<python><python-3.x><os.walk>","Request Clarification","Request Clarification"
"85220645","49107720","1","What is the expected end result?","3/5/2018 10:11","3603681","CC BY-SA 3.0","<php><arrays><foreach>","Request Clarification","Request Clarification"
"105611493","59729559","1","Or, heck, see this fiddle: https://jsfiddle.net/MrLister/eouhdsxa/2/","1/14/2020 9:46","1016716","CC BY-SA 4.0","<html><css>","Relevant Information","Relevant Information"
"105609059","59729550","1","Please have a look at [this blog](https://www.hanselman.com/blog/ASPNETWireFormatForModelBindingToArraysListsCollectionsDictionaries.aspx)","1/14/2020 8:20","1882699","CC BY-SA 4.0","<c#><asp.net-mvc>","Relevant Information","Relevant Information"
"105628397","59729503","1","Unfortunately, you can't enforce this 100% on your end since they're separate apps in Apple land. So how is that supposed to be done? You need a subscription server that can track everything and don't allow users to purchase on Mac if they've bought on iPhone and vis versa. There's some good content on this blog that will help you think about what goes into building this out: https://www.revenuecat.com/2019/07/16/altconf-subscriptions-are-hard","1/14/2020 18:43","3166209","CC BY-SA 4.0","<ios><macos><in-app-purchase><subscription>","Relevant Information","Relevant Information"
"105608449","59729455","1","Make it easy, and possible to assist you: [mcve].","1/14/2020 7:55","3706016","CC BY-SA 4.0","<sql><sql-server>","Constructive Criticism","Constructive Criticism"
"85194123","49094522","1","What did you tried ?","3/4/2018 10:46","1985912","CC BY-SA 3.0","<javascript><html><replace>","Request Clarification","Request Clarification"
"85194520","49094516","1","Have you considered demoing from a REPL instead of the command line?","3/4/2018 11:10","8746216","CC BY-SA 3.0","<command-line><clojure><leiningen>","Request Clarification","Request Clarification"
"85194140","49094507","1","you can provide some code examples.","3/4/2018 10:47","7477198","CC BY-SA 3.0","<javascript><html>","Request Clarification","Request Clarification"
"85194342","49094482","1","See [django: raise BadRequest as exception?](//stackoverflow.com/q/25422176)","3/4/2018 11:00","100297","CC BY-SA 3.0","<python><django>","Relevant Information","Relevant Information"
"85194310","49094478","1","Why don't you just use the raw query?","3/4/2018 10:58","5563083","CC BY-SA 3.0","<php><mysql><laravel>","Request Clarification","Request Clarification"
"85198602","49094447","1","As @SteveR said, this is not a Node-RED question, I'm going to edit the tags to something more appropriate. You should also edit the question to show what you have put in the template node","3/4/2018 15:08","504554","CC BY-SA 3.0","<html>","Constructive Criticism","Constructive Criticism"
"85164834","49079349","1","Show real code sample -- how those functions are defined etc. 5 chained calls is not a problem in general. For optimisation purposes IDE may loose the chain after 20th call .. but 5 should work just fine.","3/3/2018 0:40","783119","CC BY-SA 3.0","<php><phpstorm>","Request Clarification","Request Clarification"
"85164681","49079342","1","Please format your code properly. Remove all the \` marks, select the code, and click the `{}` button on the toolbar.","3/3/2018 0:27","416467","CC BY-SA 3.0","<python><numpy>","Constructive Criticism","Constructive Criticism"
"105591132","59720165","1","what is wrong with your code? Does  it not do what you want it to do? Please explain how","1/13/2020 16:19","4117728","CC BY-SA 4.0","<c++>","Request Clarification","Request Clarification"
"105592190","59720140","1","Sorry! Posted by default in my most familiar Stack Exchange community... Posted this where it belongs: https://softwareengineering.stackexchange.com/questions/403739/running-a-high-availability-postgresql-cluster-on-native-aws-services-only","1/13/2020 16:50","1865658","CC BY-SA 4.0","<postgresql><amazon-web-services><amazon-ec2><high-availability>","Relevant Information","Relevant Information"
"105591501","59720103","1","If that is the case then use ListView instead, that's when you can utilise grouping of items using CollectionViewSource. ListView supports GridView, so you can have all of the columns that you need plus an expander that will give you rows. It's really easy. [Here](https://stackoverflow.com/a/21229558/2029607) is my SO post","1/13/2020 16:30","2029607","CC BY-SA 4.0","<c#><.net><wpf><wpf-controls>","Relevant Information","Relevant Information"
"85164539","49079290","1","Will `MealID` and `Day` always be the same length? What is the type `MealTrainee`?","3/3/2018 0:17","2557128","CC BY-SA 3.0","<c#><asp.net><linq><asp.net-web-api><entity-framework-6>","Request Clarification","Request Clarification"
"105591158","59720060","1","Please provide sample data and desired results.","1/13/2020 16:20","1144035","CC BY-SA 4.0","<sql><pivot><aggregate>","Request Clarification","Request Clarification"
"105590821","59720055","1","Does this answer your question? [Where to store JWT in browser? How to protect against CSRF?](https://stackoverflow.com/questions/27067251/where-to-store-jwt-in-browser-how-to-protect-against-csrf)","1/13/2020 16:10","1976843","CC BY-SA 4.0","<java><reactjs><spring><jwt><single-sign-on>","Relevant Information","Relevant Information"
"109589500","61960558","1","What happens if you hard-code the file path+name?  file_exists('/var/www/html/.../driver.txt')   How does that string compare to what you get using DOCUMENT_ROOT?","5/22/2020 18:03","10664600","CC BY-SA 4.0","<php><file>","Request Clarification","Request Clarification"
"105590953","59720034","1","This answers your question: [Error in <my code> : object of type 'closure' is not subsettable](https://stackoverflow.com/questions/11308367/error-in-my-code-object-of-type-closure-is-not-subsettable)","1/13/2020 16:14","3498910","CC BY-SA 4.0","<r><shiny><rstudio><shinydashboard>","Relevant Information","Relevant Information"
"105590538","59719993","1","Do you really need `pdb` files for .NET from MS symbols servers to debug your code? Why just don't debug your own code?","1/13/2020 16:02","4728685","CC BY-SA 4.0","<c#><.net><visual-studio><debugging><windows-services>","Request Clarification","Request Clarification"
"105593269","59719980","1","@Hanman004 already updated :)","1/13/2020 17:28","9245853","CC BY-SA 4.0","<excel><vba><loops><delete-row>","Relevant Information","Relevant Information"
"100920392","57206675","1","Adding that header to the request makes no sense - the requestor doesn't get to make the decision about what is allowed. Otherwise what would be the point of having the restriction? You'll need to find out how to add such a header in your particular server / programming language / framework. If you provide details about that here, we could potentially help you with it","7/25/2019 16:56","5947043","CC BY-SA 4.0","<javascript><reactjs><cors><fetch><create-react-app>","Request Clarification","Request Clarification"
"100919968","57206654","1","Voting to close as a typo.  You used the wrong value.  `p=&a[5];` should be `p=&a[0];` so `p` is at the start of the array, not the end.","7/25/2019 16:39","4342498","CC BY-SA 4.0","<c++>","Constructive Criticism","Constructive Criticism"
"100951959","57206650","1","I have created a still unfinished, work-in-progress example for a minimalistic GUI with record/stop button: [rec_gui.py](https://github.com/spatialaudio/python-sounddevice/blob/rec-gui/examples/rec_gui.py).","7/26/2019 16:19","500098","CC BY-SA 4.0","<python><python-3.x><audio><audio-recording><python-sounddevice>","Relevant Information","Relevant Information"
"90867984","51958639","1","Tell us theparameters of the `fucn_LOg` stored procedure.","8/22/2018 1:44","22437","CC BY-SA 4.0","<c#><sql-server-2008>","Request Clarification","Request Clarification"
"90893234","51958596","1","@LucyLord I edited your question to make it more clear and specific. Please take a look at it and make sure that I accurately represented your problem.","8/22/2018 16:33","8366499","CC BY-SA 4.0","<vba><excel><vlookup>","Relevant Information","Relevant Information"
"90868548","51958579","1","Hi @HaysLo! Welcome here! Can you write your own answer as an answer to this question? We collect good questions and answers here - so we like to collect yours!","8/22/2018 2:33","3405122","CC BY-SA 4.0","<bash>","Constructive Criticism","Constructive Criticism"
"90879384","51958555","1","I want to reproduce the error so I must know the way you're doing","8/22/2018 10:24","2348832","CC BY-SA 4.0","<php><debugging><twitter><bots><twitter-oauth>","Request Clarification","Request Clarification"
"90867513","51958523","1","can you try elaborating on why you believe you should use a `GET` request and include a body? Maybe there is a better approach to your problem.","8/22/2018 1:02","6951428","CC BY-SA 4.0","<java><spring><http><resttemplate>","Request Clarification","Request Clarification"
"90867868","51958515","1","Please show the request. The example request on that page is `curl --data ""grant_type=urn:ietf:params:oauth:grant-type:jwt-bearer&assertion=eyJhb...""
          --request POST https://account-d.docusign.com/oauth/token`. Do you have `grant-type:jwt-bearer` in yours?","8/22/2018 1:33","1039555","CC BY-SA 4.0","<docusignapi>","Request Clarification","Request Clarification"
"90867373","51958483","1","Why would you want `'cat'` and `'(cat)'` to match? There are no numbers nor whitespace before and after `cat` there.","8/22/2018 0:50","9515207","CC BY-SA 4.0","<python><regex>","Request Clarification","Request Clarification"
"90867636","51958482","1","Please include the full code of what you have done.","8/22/2018 1:13","736694","CC BY-SA 4.0","<javascript><html><image><google-chrome><download>","Request Clarification","Request Clarification"
"90870507","51958405","1","You really need to show some code.  It's not clear what you are talking about when you say ""angular form"", because that's not really a thing in Angular 1.x .  Are you meaning a directive that renders a form?","8/22/2018 5:07","2495283","CC BY-SA 4.0","<javascript><angularjs><shadow-dom><custom-element>","Request Clarification","Request Clarification"
"90867346","51958387","1","What you are asking is unclear. Show a demo of what  you have.","8/22/2018 0:47","2423906","CC BY-SA 4.0","<java><javafx>","Request Clarification","Request Clarification"
"106717581","60328861","7","Why are you trying to use preprocessor for that? Looks like you have XY problem, you better describe what you are trying to achieve","2/20/2020 21:36","432358","CC BY-SA 4.0","<c++><macros><preprocessor>","Request Clarification","Request Clarification"
"90512327","51776979","7","This looks like a potentially better fit for Code Review than for Stack Overflow.  We can help with identifiable problems, but if you're just looking for general critiques of your code that's better done elsewhere.","8/9/2018 23:25","328193","CC BY-SA 4.0","<sql><sql-server-2008><stored-procedures>","Constructive Criticism","Constructive Criticism"
"82984503","48008175","7","wouldn't it be easier if you fix the data, rather than work around it ?","12/28/2017 13:15","1825844","CC BY-SA 3.0","<c#><sql><sql-server>","Constructive Criticism","Constructive Criticism"
"113700017","64297795","7","Your prior post was rightfully closed as the linked dup answered it.  And downvotes and closevotes are not ""abusive"".  It was closed because it's a duplicate, and downvotes are supposed to be applied to questions that either don't show enough research effort (as someone on this site as long as you should be able to find similar questions) or are unclear.","10/10/2020 23:04","1687119","CC BY-SA 4.0","<c><limit><numerical-methods><unsigned-integer>","Constructive Criticism","Constructive Criticism"
"114178608","64573481","7","`0x1` is also starting with a 1 - do you think it's negative?","10/28/2020 13:12","4621513","CC BY-SA 4.0","<c++><typecasting-operator>","Request Clarification","Request Clarification"
"89623826","51324397","7","With a `PreparedStatement` you can use [`setString`](https://docs.oracle.com/javase/7/docs/api/java/sql/PreparedStatement.html#setString(int,%20java.lang.String)), and you will be protected from SQL injection. You should not be trying to glue input directly into your query.","7/13/2018 11:49","3890632","CC BY-SA 4.0","<java><sql><sqlite>","Relevant Information","Relevant Information"
"85469252","49232965","7","Can you give a more realistic example of the condition you're testing in the innermost `if` statement? I strongly suspect that the answer is to refactor the inner loop into a separate method, but we can't really tell.","3/12/2018 10:30","22656","CC BY-SA 3.0","<c#>","Request Clarification","Request Clarification"
"85694164","49346202","7","Here is the source of `runif`: https://github.com/wch/r-source/blob/af7f52f70101960861e5d995d3a4bec010bc89e6/src/nmath/runif.c . It looks that `M` is the max double, wihle `M - (-M)` will be large than max double so `b - a` will be `Inf`, which might explain why `a + (b - a) * u` is `Inf`.","3/18/2018 11:19","3926543","CC BY-SA 3.0","<r><random><precision><uniform-distribution>","Relevant Information","Relevant Information"
"72485260","42680562","7","It would be much more helpful for you to post your actual code.","3/8/2017 19:44","670206","CC BY-SA 3.0","<matlab>","Request Clarification","Request Clarification"
"103990400","6201279","7","Can't be answered without details about your ACL. Is your control list in your database?","11/14/2019 14:58","1405981","CC BY-SA 4.0","<php><symfony><doctrine><acl><entitymanager>","Request Clarification","Request Clarification"
"78533416","45787836","7","Do you mean `write.csv(mydata...`?","8/20/2017 23:59","7958356","CC BY-SA 3.0","<r><csv><dataframe><export>","Request Clarification","Request Clarification"
"76138824","44574985","7","What is the exact compiler error?","6/15/2017 19:00","4342498","CC BY-SA 3.0","<c++><pointers><casting><reference>","Request Clarification","Request Clarification"
"88705525","50851359","7","Which version of Python are you on?  if on Python 2 then you should inherit your class from `object`, `property` only works from new-style classes.","6/14/2018 7:01","736308","CC BY-SA 4.0","<python><getter-setter><python-object>","Request Clarification","Request Clarification"
"74233971","43592134","7","This is a good time to learn how to use a debugger.  Can you at least tell us the exact line where the code crashes?","4/24/2017 15:31","1863229","CC BY-SA 3.0","<c>","Request Clarification","Request Clarification"
"89634877","2266646","7","@StevenVascellaro. Why are those being sent to a logger in the first place then? That doesn't sound right...","7/13/2018 16:47","2988730","CC BY-SA 4.0","<python><logging><console><stdout>","Request Clarification","Request Clarification"
"97444358","55360268","7","Do you want to point to a vector or do you want a vector that contains pointers?","3/26/2019 15:00","7359094","CC BY-SA 4.0","<c++>","Request Clarification","Request Clarification"
"105925960","59899395","7","Welcome to Stack Overflow. Please take the tour to learn how Stack Overflow works and read How to Ask on how to improve the quality of your question. Then edit your question to include your full source code you have as a minimal reproducible example, which can be tested by others","1/24/2020 15:28","11776417","CC BY-SA 4.0","<python><google-cloud-speech>","Constructive Criticism","Constructive Criticism"
"84623731","48810142","7","Show your timings with the `timeit` module","2/15/2018 15:00","6260170","CC BY-SA 3.0","<python>","Request Clarification","Request Clarification"
"83010750","48020860","7","paste code not images.","12/29/2017 10:11","7460927","CC BY-SA 3.0","<swift><string><comparison>","Constructive Criticism","Constructive Criticism"
"90849694","51949897","7","what did you expect to happen ? Your `triangle` function takes two parameters (`height` and `base`), yet you only pass one when calling it (`area`).","8/21/2018 13:32","822669","CC BY-SA 4.0","<c>","Request Clarification","Request Clarification"
"102277489","57929977","7","Why are you calling `nextInt()` if all your input is double?  Also, shouldn't you be reading from the scanner inside the while loop?","9/13/2019 20:31","1361506","CC BY-SA 4.0","<java><loops><while-loop><java.util.scanner>","Request Clarification","Request Clarification"
"110434647","62443736","7","how do you determine a phrase? what have you tried?","6/18/2020 6:34","1447675","CC BY-SA 4.0","<javascript>","Request Clarification","Request Clarification"
"97857077","55579267","7","What exactly is the problem and what are you expecting the results to be?","4/8/2019 18:05","3000206","CC BY-SA 4.0","<excel><vba>","Request Clarification","Request Clarification"
"85229992","49112533","7","include the code in the question","3/5/2018 14:20","7109162","CC BY-SA 3.0","<java><for-loop><methods>","Constructive Criticism","Constructive Criticism"
"90660370","51854001","7","Do you have some code at hand?","8/15/2018 6:37","1231450","CC BY-SA 4.0","<python><list>","Request Clarification","Request Clarification"
"102555863","58080640","7","[Code for the Maintainer](http://wiki.c2.com/?CodeForTheMaintainer): ""Always code as if the person who ends up maintaining your code is a violent psychopath who knows where you live.""","9/24/2019 12:57","15498","CC BY-SA 4.0","<c#><.net><linq>","Relevant Information","Relevant Information"
"113160940","63993892","6","Can you share what you have tried so far?","9/21/2020 14:03","3083468","CC BY-SA 4.0","<python><brute-force>","Request Clarification","Request Clarification"
"70327720","41561531","6","Possible duplicate of [How do I extract data from JSON with PHP?](http://stackoverflow.com/questions/29308898/how-do-i-extract-data-from-json-with-php)","1/10/2017 5:12","3942918","CC BY-SA 3.0","<php><arrays><json><parsing>","Relevant Information","Relevant Information"
"105629244","59740292","6","Why is your page importing two separate versions of jQuery? Wait, no, **3** versions?","1/14/2020 19:15","182668","CC BY-SA 4.0","<javascript><html><ajax><web>","Request Clarification","Request Clarification"
"98577298","55963053","6","Basically if you want to pass a class in an intent, the class needs to implement the `Parcelable` interface. But, I doubt you want to pass an instance of `MethodChannel` in an intent. You will be leaking data associated to the channel. Why do you want to do that?","5/3/2019 4:03","1843848","CC BY-SA 4.0","<java><android><flutter>","Request Clarification","Request Clarification"
"106263387","60082555","6","And why are you doing this memory copying? What is the actual problem that's supposed to solve?","2/5/2020 19:10","440558","CC BY-SA 4.0","<c++><gcc><g++><memcpy><chrono>","Request Clarification","Request Clarification"
"70271626","41533320","6","It would be helpful to have sample data and desired results.","1/8/2017 13:42","1144035","CC BY-SA 3.0","<sql><sql-server><gaps-and-islands>","Request Clarification","Request Clarification"
"84096455","48550206","6","You should only need to run `install.pacakges` once per computer. But you do have to load them each time with `library()` What exactly are the errors you are getting that make you think you need to re-install? What type of ""projects"" are you using? Is this an Rstudio thing?","1/31/2018 19:43","2372064","CC BY-SA 3.0","<r><installation><package><project><install.packages>","Request Clarification","Request Clarification"
"88302696","50646000","6","Please show the code of `SUPER::foo`.","6/1/2018 14:54","622310","CC BY-SA 4.0","<perl><hash>","Request Clarification","Request Clarification"
"107034906","60503408","6","what are `src` and `entering`?","3/3/2020 8:55","4954037","CC BY-SA 4.0","<python><string><pycharm><concatenation>","Request Clarification","Request Clarification"
"107079938","60528038","6","Using `for..in` to get an array's content is also discouraged. Use `for..of` instead. See [Why is using “for…in” with array iteration a bad idea?](https://stackoverflow.com/q/500504/215552)","3/4/2020 14:16","215552","CC BY-SA 4.0","<javascript><arrays><for-in-loop><extending-classes>","Relevant Information","Relevant Information"
"114255460","64617768","6","Does this answer your question? [How do I checkout an old git commit in Android Studio?](https://stackoverflow.com/questions/36517118/how-do-i-checkout-an-old-git-commit-in-android-studio)","10/31/2020 2:13","9598793","CC BY-SA 4.0","<android><android-studio><github>","Relevant Information","Relevant Information"
"99452437","56429004","6","Please tag your question with the database you are using.  Also, fix the title.  `'Lost angles'` is two words, not one, so the title is misleading.","6/3/2019 14:05","1144035","CC BY-SA 4.0","<sql><split>","Constructive Criticism","Constructive Criticism"
"109437440","61873689","6","Before trying to repair some code, you first need to know what it's supposed to do. And it's not clear from that ball of whatever what it's supposed to do.","5/18/2020 15:58","734069","CC BY-SA 4.0","<c++><c>","Constructive Criticism","Constructive Criticism"
"88596082","50794468","6","You should mock the function where you use it, not where it is declared. Try `mocker.patch('engine.get_random_string', return_value='123456')` instead. See [Where to patch](https://docs.python.org/3/library/unittest.mock.html#where-to-patch) for more details.","6/11/2018 10:03","2650249","CC BY-SA 4.0","<python><pytest>","Relevant Information","Relevant Information"
"85156810","49075460","6","The example code you've posted is filled with indentation errors, as such, it is impossible to diagnose what is going. Can you fix the indentation to accurately reflect the code you are actually running?","3/2/2018 18:47","5014455","CC BY-SA 3.0","<python>","Constructive Criticism","Constructive Criticism"
"93662013","53393356","6","Better in what respect?","11/20/2018 12:50","830680","CC BY-SA 4.0","<javascript>","Request Clarification","Request Clarification"
"81165549","14870900","6","Just a reminder to anyone reading this... the way to ssh into a vagrant box is to be located in the folder where Vagrantfile is present, and just type `vagrant ssh`. No IP address is needed. However, for purposes of scripting, or creating a /etc/hosts entry, the answers here are useful, [this one](https://stackoverflow.com/a/41251906/1028855) in particular.","11/4/2017 5:12","1028855","CC BY-SA 3.0","<capistrano><vagrant>","Relevant Information","Relevant Information"
"84642836","48819495","6","C++ doesn't have [variable-length arrays](https://en.wikipedia.org/wiki/Variable-length_array). If you need a runtime-sized ""array"" use [`std::vector`](http://en.cppreference.com/w/cpp/container/vector).","2/16/2018 3:06","440558","CC BY-SA 3.0","<c++>","Relevant Information","Relevant Information"
"99087525","56234340","6","If you're new to python, why don't you try nested for loops instead of jumping directly to list comprehensions and dict comprehensions? ""Keep it simple"" ;)","5/21/2019 8:41","4349415","CC BY-SA 4.0","<python>","Constructive Criticism","Constructive Criticism"
"94528906","53840251","6","Recursion https://stackoverflow.com/questions/53840251/php-call-function-from-function","12/18/2018 20:07","2844319","CC BY-SA 4.0","<php><function><for-loop>","Relevant Information","Relevant Information"
"88034798","50511262","6","Do you mean `Any(x => x == slot)`?","5/24/2018 13:59","34092","CC BY-SA 4.0","<c#><linq>","Request Clarification","Request Clarification"
"85252226","49123268","6","why do you need to do it line by line? Can't you just `grep` the file directly? Just do `grep ""hi"" testOne.sh demo.sh test.sh`","3/6/2018 4:46","8794221","CC BY-SA 3.0","<linux><shell>","Request Clarification","Request Clarification"
"74411910","43682699","6","Please only post 1 question at a time. Each question deserves its own focus and replies.","4/28/2017 14:44","1226963","CC BY-SA 3.0","<swift><optional>","Constructive Criticism","Constructive Criticism"
"99364636","56382129","6","`0` is not a string.  Why do you expect it to work?","5/30/2019 16:30","4342498","CC BY-SA 4.0","<c++><c++11>","Request Clarification","Request Clarification"
"106081752","59983889","6","please add code not screen shot","1/30/2020 10:33","10834466","CC BY-SA 4.0","<php><laravel><pagination>","Constructive Criticism","Constructive Criticism"
"91456442","52254472","6","Even Better to go with **[RecyclerView](https://developer.android.com/guide/topics/ui/layout/recyclerview)**","9/10/2018 9:14","7666442","CC BY-SA 4.0","<android><android-layout><android-linearlayout>","Relevant Information","Relevant Information"
"113154276","63990173","6","Just to be clear: You are asking why the Python language developers decided to use ``super(cls, self)`` instead of ``super(self, cls)``?","9/21/2020 10:11","5349916","CC BY-SA 4.0","<python><super>","Request Clarification","Request Clarification"
"110693005","62593811","6","getters and setters don't really require unit tests, but, if you do want to test them, what is the difficulty you have with them?","6/26/2020 11:32","2636929","CC BY-SA 4.0","<java><unit-testing><junit><mockito>","Request Clarification","Request Clarification"
"103292594","58480323","6","Possible duplicate of [How to convert the following json string to java object?](https://stackoverflow.com/questions/10308452/how-to-convert-the-following-json-string-to-java-object)","10/21/2019 5:39","5356862","CC BY-SA 4.0","<java><android><json><object>","Relevant Information","Relevant Information"
"87102801","50043290","6","Possible duplicate of [Why underscores are forbidden in HTTP header names](https://stackoverflow.com/questions/22856136/why-underscores-are-forbidden-in-http-header-names)","4/26/2018 12:48","4126633","CC BY-SA 3.0","<php><laravel-5>","Relevant Information","Relevant Information"
"95379984","54279055","6","I don't understand anything in this question. Please edit it and try to explain your problem better.","1/20/2019 17:33","3922954","CC BY-SA 4.0","<haskell>","Request Clarification","Request Clarification"
"80889859","46971224","6","Your question is unclear to me. Your method returns an `Int` – how can that be *""the entire range of values""* ?","10/27/2017 9:03","1187415","CC BY-SA 3.0","<ios><arrays><swift>","Request Clarification","Request Clarification"
"97015072","55137317","6","What collation are you using? In Danish collation `aa` is a special character (a with a circle), that could explain this behaviour.","3/13/2019 8:30","1587819","CC BY-SA 4.0","<sql><sql-server>","Request Clarification","Request Clarification"
"91602924","52328030","6","That sounds like something you could easily try yourself, doesn't it? I'm not sure where the problem is","9/14/2018 8:38","2878796","CC BY-SA 4.0","<c++>","Request Clarification","Request Clarification"
"87326521","50154508","6","Possible duplicate of [Is JavaScript a pass-by-reference or pass-by-value language?](https://stackoverflow.com/questions/518000/is-javascript-a-pass-by-reference-or-pass-by-value-language)","5/3/2018 11:57","3145690","CC BY-SA 4.0","<javascript><javascript-objects>","Relevant Information","Relevant Information"
"102206098","57892329","6","Can you provide sample input and expected output? Also, your for loop would be helpful to see and we can help you with it.","9/11/2019 15:25","10552687","CC BY-SA 4.0","<c#><arrays><list>","Request Clarification","Request Clarification"
"102345495","57967474","6","Possible duplicate of [Hide FloatingActionButton on scroll of RecyclerView](https://stackoverflow.com/questions/33208613/hide-floatingactionbutton-on-scroll-of-recyclerview)","9/17/2019 5:00","10711216","CC BY-SA 4.0","<java><android>","Relevant Information","Relevant Information"
"77374048","45203617","6","Possible duplicate of [How to merge two Python dictionaries in a single expression?](https://stackoverflow.com/questions/38987/how-to-merge-two-python-dictionaries-in-a-single-expression)","7/20/2017 1:29","8062277","CC BY-SA 3.0","<python><dictionary>","Relevant Information","Relevant Information"
"92314742","52693089","6","I still don't see the code.","10/8/2018 0:15","145279","CC BY-SA 4.0","<go>","Constructive Criticism","Constructive Criticism"
"104925216","59365650","6","Is the .env file in the *root* of your project? Does `console.log(process.env)` print anything?","12/16/2019 23:31","5382174","CC BY-SA 4.0","<javascript><node.js><dotenv>","Request Clarification","Request Clarification"
"105668646","59761666","6","I think you should maybe try to look up basically any beginner Java tutorial and try to solve it from there. Someone just posting it for you will never help you understand it. Also some formatting would go a long way :D","1/16/2020 1:01","10039400","CC BY-SA 4.0","<java>","Constructive Criticism","Constructive Criticism"
"113995144","64468004","6","If the format is yyyy-MM-dd HH:mm:ss, then why do you tell moment to expect DD MMM YY HH:mm:ss format?","10/21/2020 16:38","5459839","CC BY-SA 4.0","<javascript><chart.js><momentjs>","Request Clarification","Request Clarification"
"77586089","45311733","2","please don't post the exact same question twice!","7/25/2017 19:21","6451573","CC BY-SA 3.0","<makefile><build><cygwin>","Constructive Criticism","Constructive Criticism"
"104211603","58979139","2","What you're describing is the Cartesian product, not the cross product (might be the reason you didn't find the solution yourself). [This beautiful SO post](https://stackoverflow.com/questions/11144513/cartesian-product-of-x-and-y-array-points-into-single-array-of-2d-points) offers a solution with numpy-builtins as well as a bountied implementation of what the author calls an ""almost canonical Cartesian product""","11/21/2019 16:15","10293548","CC BY-SA 4.0","<python><numpy>","Relevant Information","Relevant Information"
"78856043","45948654","2","If your constructor can't succeed, do not force it to appear to succeed. Your problem vanishes if you don't insist on catching thrown exceptions. Is there a specific reason why you want the constructor to be `noexcept`?","8/29/2017 21:37","7359094","CC BY-SA 3.0","<c++><constructor><exception-handling>","Request Clarification","Request Clarification"
"93796637","53462596","2","Please do not post images of data: they cannot copy/pasted by us, they mask the true nature of the data, screen readers do nothing with them, and some mobile devices have a hard time with larger images. To make this question reproducible, can you replace the images with the output of `dput(x)` where `x` is a representative sample of the data? This might be something like `dput(head(GDP[1:5]))` if those are enough rows/columns to adequately represent the data. (Same for the other frame(s).)","11/24/2018 21:44","3358272","CC BY-SA 4.0","<r><dplyr>","Constructive Criticism","Constructive Criticism"
"73284715","43101559","2","post the stack trace","3/29/2017 18:38","5406012","CC BY-SA 3.0","<java><php><android><json>","Request Clarification","Request Clarification"
"78857808","45949553","2","Please provide a [Minimal, Complete, and Verifiable example](https://stackoverflow.com/help/mcve) (with HTML)","8/29/2017 23:10","2223027","CC BY-SA 3.0","<javascript><jquery>","Request Clarification","Request Clarification"
"78858028","45949667","2","Did you try using backticks `\`` insead of single quotes `'` when specifying columns in `unique key 'users_product_index' ('user_id', 'product_id')`?","8/29/2017 23:25","6603266","CC BY-SA 3.0","<mysql><many-to-many><mariadb>","Request Clarification","Request Clarification"
"93796274","53462299","2","*""better""* how? Do you have a specific problem with it?","11/24/2018 21:17","3001761","CC BY-SA 4.0","<python><round-robin>","Request Clarification","Request Clarification"
"73287208","43102712","2","Shouldn't `for (let key in $scope)` do what you are asking for?","3/29/2017 19:43","797194","CC BY-SA 3.0","<javascript><angularjs>","Request Clarification","Request Clarification"
"72517531","42697705","2","[Here](http://stackoverflow.com/a/42365856/1726522) is an example for filling a ComboBox with uniques values making use of a Dictionary.","3/9/2017 14:25","1726522","CC BY-SA 3.0","<vba><excel><listbox>","Relevant Information","Relevant Information"
